80	,	3.18	,	1.81	,	0.76	,	0.112	,	0.058	,	0.288	,	0.007	,	0.023	,	0.119	,	0.045	,	0.013	,	0.013	,	0.001	,	3.82
76.8	,	3.28	,	1.89	,	0.77	,	0.11	,	0.053	,	0.233	,	0.003	,	0.014	,	0.088	,	0.043	,	0.012	,	0.009	,	0.002	,	3.95
84	,	3.27	,	1.79	,	0.71	,	0.105	,	0.083	,	0.257	,	0.002	,	0.018	,	0.127	,	0.041	,	0.011	,	0.009	,	0.002	,	3.9
88	,	3.29	,	1.75	,	0.76	,	0.087	,	0.06	,	0.263	,	0.006	,	0.018	,	0.173	,	0.038	,	0.011	,	0.013	,	0	,	3.9
80	,	3.27	,	2	,	0.74	,	0.103	,	0.072	,	0.288	,	0.002	,	0.019	,	0.111	,	0.041	,	0.011	,	0.011	,	0.002	,	3.97
80	,	3.15	,	1.8	,	0.85	,	0.1	,	0.064	,	0.246	,	0.002	,	0.021	,	0.135	,	0.036	,	0.011	,	0.01	,	0.003	,	3.78
76	,	3.23	,	1.82	,	0.73	,	0.118	,	0.07	,	0.251	,	0.008	,	0.035	,	0.107	,	0.047	,	0.014	,	0.013	,	0.002	,	3.88
82	,	3.23	,	1.83	,	0.82	,	0.105	,	0.074	,	0.313	,	0.004	,	0.023	,	0.107	,	0.043	,	0.016	,	0.011	,	0.002	,	3.87
86	,	3.27	,	1.9	,	0.78	,	0.087	,	0.083	,	0.233	,	0.006	,	0.014	,	0.1	,	0.043	,	0.012	,	0.011	,	0.002	,	4.01
84	,	3.29	,	1.79	,	0.765	,	0.095	,	0.073	,	0.265	,	0.002	,	0.016	,	0.091	,	0.047	,	0.013	,	0.014	,	0.002	,	3.92
84.8	,	3.26	,	1.71	,	0.69	,	0.1	,	0.054	,	0.217	,	0.002	,	0.021	,	0.133	,	0.042	,	0.011	,	0.012	,	0.002	,	3.88
78	,	3.3	,	1.73	,	0.83	,	0.083	,	0.047	,	0.286	,	0.007	,	0.023	,	0.165	,	0.037	,	0.011	,	0.012	,	0.002	,	3.91
82	,	3.21	,	1.78	,	0.8	,	0.108	,	0.06	,	0.287	,	0.005	,	0.024	,	0.109	,	0.043	,	0.011	,	0.011	,	0.002	,	3.84
80	,	3.21	,	1.9	,	0.85	,	0.113	,	0.067	,	0.256	,	0.006	,	0.019	,	0.088	,	0.048	,	0.014	,	0.01	,	0.002	,	3.88
80.8	,	3.3	,	1.73	,	0.78	,	0.097	,	0.058	,	0.251	,	0.002	,	0.016	,	0.096	,	0.045	,	0.012	,	0.001	,	0.002	,	3.91
82.8	,	3.19	,	1.87	,	0.83	,	0.104	,	0.064	,	0.275	,	0.006	,	0.12	,	0.112	,	0.041	,	0.011	,	0.01	,	0.001	,	3.85
72	,	3.49	,	2	,	0.58	,	0.094	,	0.092	,	0.093	,	0.002	,	0.016	,	0.089	,	0.052	,	0.011	,	0.014	,	0.001	,	4.19
82.4	,	3.28	,	1.79	,	0.8	,	0.092	,	0.06	,	0.281	,	0.007	,	0.02	,	0.0182	,	0.033	,	0.009	,	0.012	,	0.002	,	3.91
84.4	,	3.29	,	1.79	,	0.83	,	0.113	,	0.07	,	0.273	,	0.014	,	0.017	,	0.112	,	0.041	,	0.012	,	0.011	,	0.002	,	3.92
71.2	,	3.2	,	1.74	,	0.67	,	0.114	,	0.06	,	0.226	,	0.004	,	0.026	,	0.124	,	0.04	,	0.011	,	0.01	,	0.002	,	3.81
82.8	,	3.18	,	1.69	,	0.8	,	0.093	,	0.072	,	0.282	,	0.007	,	0.029	,	0.142	,	0.03	,	0.01	,	0.013	,	0.003	,	3.77
80.8	,	3.19	,	1.88	,	0.75	,	0.101	,	0.061	,	0.269	,	0.006	,	0.024	,	0.106	,	0.039	,	0.012	,	0.015	,	0.002	,	3.86
82	,	3.26	,	1.85	,	0.7	,	0.11	,	0.06	,	0.222	,	0.005	,	0.02	,	0.93	,	0.048	,	0.012	,	0.012	,	0.002	,	3.91
84	,	3.26	,	1.72	,	0.76	,	0.092	,	0.064	,	0.258	,	0.004	,	0.02	,	0.117	,	0.042	,	0.011	,	0.012	,	0.002	,	3.87
78.4	,	3.21	,	1.89	,	0.78	,	0.108	,	0.062	,	0.242	,	0.006	,	0.02	,	0.097	,	0.045	,	0.012	,	0.012	,	0.001	,	3.88
80	,	3.17	,	1.86	,	0.77	,	0.102	,	0.063	,	0.271	,	0.007	,	0.021	,	0.108	,	0.04	,	0.012	,	0.013	,	0.002	,	3.83
88	,	3.25	,	1.72	,	0.79	,	0.097	,	0.058	,	0.276	,	0.009	,	0.02	,	0.134	,	0.033	,	0.01	,	0.011	,	0.001	,	3.85
84.8	,	3.24	,	1.76	,	0.66	,	0.106	,	0.061	,	0.225	,	0.01	,	0.027	,	0.131	,	0.039	,	0.01	,	0.016	,	0.002	,	3.87
78	,	3.22	,	1.79	,	0.81	,	0.097	,	0.052	,	0.228	,	0.005	,	0.02	,	0.135	,	0.035	,	0.01	,	0.013	,	0.001	,	3.85
81.2	,	3.3	,	1.98	,	0.71	,	0.11	,	0.104	,	0.219	,	0.011	,	0.015	,	0.078	,	0.056	,	0.013	,	0.01	,	0.001	,	4
78.8	,	3.22	,	1.78	,	0.77	,	0.097	,	0.055	,	0.224	,	0.007	,	0.019	,	0.062	,	0.06	,	0.015	,	0.012	,	0.001	,	3.84
76	,	3.22	,	1.73	,	0.7	,	0.093	,	0.055	,	0.234	,	0.01	,	0.022	,	0.152	,	0.034	,	0.01	,	0.014	,	0.001	,	3.83
78	,	3.22	,	1.82	,	0.71	,	0.117	,	0.063	,	0.257	,	0.006	,	0.022	,	0.117	,	0.039	,	0.012	,	0.01	,	0.002	,	3.86
76	,	3.2	,	1.85	,	0.72	,	0.115	,	0.056	,	0.22	,	0.003	,	0.022	,	0.057	,	0.05	,	0.013	,	0.008	,	0.002	,	3.83
74.8	,	3.28	,	1.87	,	0.74	,	0.101	,	0.059	,	0.237	,	0.009	,	0.023	,	0.096	,	0.04	,	0.011	,	0.011	,	0.002	,	3.93
86	,	3.24	,	1.81	,	0.78	,	0.1	,	0.059	,	0.265	,	0.005	,	0.018	,	0.103	,	0.05	,	0.014	,	0.012	,	0.001	,	3.87
86	,	3.19	,	1.81	,	0.68	,	0.119	,	0.079	,	0.2	,	0.004	,	0.022	,	0.122	,	0.041	,	0.012	,	0.015	,	0.001	,	3.83
88	,	3.18	,	1.83	,	0.85	,	0.108	,	0.059	,	0.284	,	0.003	,	0.021	,	0.096	,	0.043	,	0.014	,	0.013	,	0.002	,	3.82
90	,	3.22	,	1.95	,	0.83	,	0.11	,	0.065	,	0.248	,	0.008	,	0.052	,	0.132	,	0.039	,	0.011	,	0.012	,	0.001	,	3.91
82.4	,	3.67	,	2.74	,	0.233	,	0.068	,	0.014	,	0.03	,	0.002	,	0.008	,	0.015	,	0.048	,	0.006	,	0.009	,	0.059	,	4.8
80	,	3.29	,	1.96	,	0.76	,	0.11	,	0.056	,	0.288	,	0.007	,	0.021	,	0.106	,	0.039	,	0.012	,	0.009	,	0.002	,	3.98
80	,	3.21	,	1.78	,	0.77	,	0.113	,	0.07	,	0.278	,	0.005	,	0.036	,	0.132	,	0.038	,	0.014	,	0.013	,	0.003	,	3.84
82.4	,	3.42	,	1.91	,	0.59	,	0.102	,	0.07	,	0.106	,	0.007	,	0.021	,	0.113	,	0.047	,	0.011	,	0.012	,	0.001	,	4.09
70	,	3.22	,	1.89	,	0.76	,	0.104	,	0.056	,	0.249	,	0.002	,	0.019	,	0.101	,	0.045	,	0.012	,	0.011	,	0.004	,	3.89
88.4	,	3.15	,	1.71	,	0.77	,	0.111	,	0.059	,	0.249	,	0.005	,	0.028	,	0.149	,	0.035	,	0.012	,	0.013	,	0.002	,	3.76
88	,	3.16	,	1.87	,	0.72	,	0.109	,	0.062	,	0.239	,	0.002	,	0.018	,	0.1041	,	0.041	,	0.013	,	0.006	,	0.002	,	3.82
70.8	,	3.17	,	1.83	,	0.76	,	0.107	,	0.059	,	0.307	,	0.002	,	0.019	,	0.078	,	0.051	,	0.018	,	0.009	,	0.002	,	3.81
80	,	3.5	,	2.04	,	0.63	,	0.115	,	0.063	,	0.102	,	0.002	,	0.014	,	0.08	,	0.06	,	0.014	,	0.01	,	0.002	,	4.22
74	,	3.2	,	1.85	,	0.75	,	0.146	,	0.063	,	0.273	,	0.005	,	0.019	,	0.092	,	0.043	,	0.013	,	0.011	,	0.002	,	3.87
80	,	3.25	,	1.79	,	0.71	,	0.105	,	0.069	,	0.22	,	0.004	,	0.017	,	0.123	,	0.04	,	0.012	,	0.01	,	0.003	,	3.88
86	,	3.22	,	1.86	,	0.79	,	0.111	,	0.052	,	0.276	,	0.002	,	0.023	,	0.089	,	0.038	,	0.011	,	0.008	,	0.002	,	3.88
86.4	,	3.3	,	1.82	,	0.85	,	0.117	,	0.06	,	0.28	,	0.005	,	0.027	,	0.093	,	0.039	,	0.011	,	0.009	,	0.003	,	3.95
82.4	,	3.22	,	1.87	,	0.78	,	0.112	,	0.07	,	0.305	,	0.006	,	0.024	,	0.12	,	0.036	,	0.011	,	0.013	,	0.002	,	3.88
82	,	3.25	,	1.85	,	0.65	,	0.111	,	0.058	,	0.251	,	0.005	,	0.023	,	0.101	,	0.037	,	0.011	,	0.011	,	0.002	,	3.91
80.2	,	3.15	,	1.86	,	0.79	,	0.109	,	0.055	,	0.245	,	0.005	,	0.024	,	0.093	,	0.044	,	0.012	,	0.009	,	0.002	,	3.81
68.4	,	3.16	,	1.85	,	0.76	,	0.1	,	0.055	,	0.223	,	0.007	,	0.023	,	0.109	,	0.038	,	0.012	,	0.011	,	0.001	,	3.81
64.2	,	3.2	,	1.93	,	0.68	,	0.115	,	0.064	,	0.285	,	0.002	,	0.022	,	0.083	,	0.047	,	0.013	,	0.009	,	0.004	,	3.88
80	,	3.23	,	1.85	,	0.74	,	0.113	,	0.052	,	0.258	,	0.008	,	0.024	,	0.089	,	0.041	,	0.012	,	0.011	,	0.002	,	3.89
82.2	,	3.15	,	1.74	,	0.76	,	0.105	,	0.058	,	0.284	,	0.007	,	0.019	,	0.149	,	0.029	,	0.009	,	0.012	,	0.002	,	3.76
72.4	,	3.22	,	1.89	,	0.83	,	0.118	,	0.052	,	0.248	,	0.22	,	0.023	,	0.078	,	0.046	,	0.013	,	0.008	,	0.003	,	3.87
84.2	,	3.27	,	1.84	,	0.73	,	0.11	,	0.05	,	0.274	,	0.002	,	0.014	,	0.081	,	0.043	,	0.012	,	0.004	,	0.002	,	3.92
68.4	,	3.23	,	1.84	,	0.78	,	0.113	,	0.062	,	0.276	,	0.008	,	0.024	,	0.102	,	0.046	,	0.014	,	0.015	,	0.002	,	3.88
82.2	,	3.28	,	1.76	,	0.78	,	0.101	,	0.058	,	0.271	,	0.011	,	0.023	,	0.175	,	0.04	,	0.015	,	0.016	,	0.002	,	3.9
86.2	,	3.3	,	1.86	,	0.78	,	0.114	,	0.056	,	0.207	,	0.01	,	0.014	,	0.124	,	0.042	,	0.013	,	0.002	,	0	,	3.96
92.2	,	3.13	,	2.01	,	0.88	,	0.105	,	0.051	,	0.276	,	0.011	,	0.023	,	0.271	,	0.042	,	0.017	,	0.021	,	0	,	3.84
78	,	3.27	,	1.93	,	0.72	,	0.097	,	0.062	,	0.292	,	0.007	,	0.022	,	0.118	,	0.049	,	0.013	,	0.017	,	0.002	,	3.94
86	,	3.22	,	1.95	,	0.81	,	0.118	,	0.055	,	0.243	,	0.01	,	0.013	,	0.081	,	0.053	,	0.015	,	0.001	,	0	,	3.91
80	,	3.29	,	1.88	,	0.74	,	0.097	,	0.051	,	0.255	,	0.005	,	0.018	,	0.075	,	0.059	,	0.013	,	0.015	,	0.002	,	3.95
84	,	3.27	,	1.89	,	0.79	,	0.117	,	0.053	,	0.267	,	0.004	,	0.02	,	0.117	,	0.049	,	0.013	,	0.015	,	0.002	,	3.94
80	,	3.27	,	1.83	,	0.73	,	0.088	,	0.068	,	0.288	,	0.003	,	0.014	,	0.08	,	0.034	,	0.011	,	0.008	,	0.002	,	3.91
80.4	,	3.55	,	1.94	,	0.64	,	0.12	,	0.054	,	0.124	,	0.004	,	0.015	,	0.096	,	0.061	,	0.013	,	0.014	,	0.002	,	4.24
88	,	3.26	,	1.88	,	0.84	,	0.102	,	0.067	,	0.301	,	0.004	,	0.022	,	0.109	,	0.04	,	0.013	,	0.014	,	0.002	,	3.93
80	,	3.15	,	1.71	,	0.7	,	0.091	,	0.052	,	0.03	,	0.005	,	0.015	,	0.075	,	0.032	,	0.01	,	0.006	,	0.001	,	3.75
78	,	3.3	,	1.9	,	1.79	,	0.77	,	0.084	,	0.071	,	0.251	,	0.004	,	0.014	,	0.096	,	0.044	,	0.013	,	0.008	,	0.001
84.8	,	3.2	,	1.76	,	0.71	,	0.121	,	0.069	,	0.25	,	0.006	,	0.022	,	0.129	,	0.039	,	0.017	,	0.015	,	0.001	,	3.83
84	,	3.28	,	1.78	,	0.76	,	0.102	,	0.07	,	0.247	,	0.003	,	0.019	,	0.113	,	0.042	,	0.011	,	0.014	,	0.002	,	3.91
78	,	3.23	,	1.88	,	0.67	,	0.105	,	0.053	,	0.222	,	0.008	,	0.021	,	0.114	,	0.046	,	0.012	,	0.015	,	0.002	,	3.89
78	,	3.21	,	1.74	,	0.76	,	0.082	,	0.063	,	0.239	,	0.008	,	0.014	,	0.013	,	0.033	,	0.009	,	0.005	,	0.001	,	3.81
84.8	,	3.53	,	2	,	0.61	,	0.117	,	0.074	,	0.105	,	0.006	,	0.017	,	0.096	,	0.058	,	0.015	,	0.014	,	0.001	,	4.23
84	,	3.25	,	1.95	,	0.71	,	0.111	,	0.062	,	0.198	,	0.002	,	0.019	,	0.077	,	0.05	,	0.011	,	0.013	,	0.004	,	3.94
80.8	,	3.52	,	1.96	,	0.59	,	0.11	,	0.079	,	0.117	,	0.004	,	0.012	,	0.117	,	0.055	,	0.014	,	0.015	,	0.002	,	4.21
81.2	,	3.21	,	2	,	0.73	,	0.118	,	0.059	,	0.236	,	0.003	,	0.016	,	0.111	,	0.044	,	0.012	,	0.013	,	0.002	,	3.92
78.8	,	3.26	,	1.74	,	0.72	,	0.097	,	0.059	,	0.26	,	0.004	,	0.016	,	0.104	,	0.046	,	0.009	,	0.013	,	0.002	,	3.87
72	,	3.2	,	1.86	,	0.79	,	0.112	,	0.074	,	0.245	,	0.004	,	0.024	,	0.163	,	0.044	,	0.015	,	0.017	,	0.002	,	3.86
82.4	,	3.15	,	1.71	,	0.7	,	0.091	,	0.052	,	0.3	,	0.005	,	0.015	,	0.075	,	0.032	,	0.01	,	0.006	,	0.001	,	3.75
74	,	3.15	,	1.89	,	0.77	,	0.105	,	0.07	,	0.321	,	0.005	,	0.024	,	0.128	,	0.038	,	0.012	,	0.015	,	0.002	,	3.82
